,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,כמות המופעים של המילה לאורך השנים
bandwidth,5,8,6,11,20,8,14,7,26,18,21,33,31,21,18,9,11,25,54,31,34,67,73,50,41,82,75,66,51,29
bandwidths,3,0,0,0,4,1,1,2,3,6,6,0,7,2,2,1,0,2,20,7,20,18,5,4,7,7,8,1,1,19
banerjee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,1,1,7,8,12,9,39,21,30,24,11
bangalore,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,5,0,6,9,2,7,3,11,4,10
bank,6,5,6,16,2,6,4,11,8,16,9,6,9,22,9,11,9,10,12,9,24,19,9,34,31,12,30,30,11,29
banks,0,0,8,5,0,1,8,0,4,3,1,2,1,1,3,0,1,0,3,1,4,14,8,6,3,2,10,23,12,17
bar,18,8,22,12,32,7,13,15,22,42,53,38,36,15,16,21,25,41,34,50,53,24,55,68,25,24,31,50,19,29
barak,0,2,1,2,1,3,0,1,0,5,0,0,3,1,0,0,6,0,1,0,0,1,1,1,0,11,3,8,6,10
baraniuk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,1,6,3,10,8,16,6,11,6,11,10
barbara,2,1,0,4,0,0,4,0,1,0,0,5,1,1,2,1,1,0,12,7,0,1,2,7,3,4,2,3,7,14
barber,0,0,0,1,0,0,0,3,0,15,21,12,11,15,1,6,8,12,7,7,3,4,5,6,10,13,9,8,16,20
barely,0,0,1,2,2,1,1,3,1,1,2,2,1,0,0,3,0,1,3,0,2,1,1,1,5,8,4,4,2,13
barhen,0,1,23,18,4,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
barlow,0,7,2,8,9,9,4,15,2,8,1,7,4,14,2,10,2,3,23,4,3,3,3,5,3,6,1,1,5,25
barn,0,16,15,2,0,0,28,23,6,0,0,2,4,0,2,2,22,0,0,0,42,15,0,2,0,2,0,0,0,15
barnard,0,0,8,3,11,0,3,3,0,1,0,0,0,0,0,2,14,3,2,1,1,1,6,6,9,1,1,1,0,12
barrett,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,2,1,0,0,1,16,1,5,1,9,6,2,3,9
barrier,1,3,0,10,13,5,11,16,6,4,3,11,0,5,11,1,11,6,6,8,6,32,11,8,6,8,31,48,65,25
barriers,2,0,1,1,2,0,1,0,3,0,2,2,0,1,0,1,0,2,1,0,1,3,2,1,3,1,1,28,15,11
barron,1,1,12,10,18,5,7,4,10,7,15,11,11,0,0,0,6,1,5,1,6,1,10,1,4,9,12,10,4,20
bars,5,5,12,9,13,7,16,36,22,37,42,43,60,43,25,27,45,40,50,56,66,49,93,79,81,57,75,60,55,29
bart,1,3,0,0,3,2,1,1,0,1,1,1,0,0,0,0,1,0,5,22,3,3,5,4,7,6,12,1,11,13
bartlett,2,1,1,1,6,0,0,0,11,20,18,31,41,47,27,44,27,26,29,28,28,53,29,62,57,61,60,67,50,23
barto,48,12,26,43,35,32,49,31,33,39,27,33,12,8,28,3,16,18,12,11,17,57,36,36,34,24,23,40,17,29
basal,0,6,0,1,2,6,2,0,3,8,2,5,0,0,20,8,16,24,8,3,0,20,0,1,6,5,0,2,8,19
base,16,23,21,45,38,42,39,23,51,44,42,46,89,38,40,72,105,214,62,85,209,131,230,149,204,223,231,247,199,29
based,199,193,241,356,482,435,453,500,587,608,516,590,551,398,351,733,1017,1161,1132,1411,1427,1727,1927,2130,2245,2808,2491,2757,2881,29
baseline,10,5,25,15,18,31,14,23,36,27,11,24,14,21,95,38,95,95,108,88,104,192,207,240,279,232,247,266,368,29
baselines,0,0,0,0,0,2,0,0,1,0,0,0,1,0,4,0,2,5,9,2,7,23,33,116,71,94,92,107,126,15
bases,3,7,1,8,8,16,6,6,8,5,29,14,16,52,8,10,13,10,25,66,63,34,151,122,93,55,48,52,66,28
basic,61,62,68,64,102,61,105,83,77,67,104,78,71,67,48,110,104,120,122,183,122,168,184,190,195,239,215,213,231,29
basically,5,8,3,11,7,3,8,10,10,12,9,10,11,7,4,6,13,9,8,15,10,10,11,15,10,17,16,23,20,29
basin,37,6,5,9,2,9,7,6,2,6,5,1,12,1,1,0,0,4,0,1,2,1,0,5,0,2,4,11,8,19
basins,42,5,7,15,0,4,3,3,2,5,1,2,9,2,0,1,0,0,3,0,2,0,1,0,1,0,0,0,1,14
basis,49,41,72,199,172,161,107,165,153,253,203,218,189,233,173,325,254,186,348,209,244,389,310,453,368,403,354,389,300,29
bat,0,1,20,2,1,2,0,1,0,0,4,3,2,4,0,1,3,3,1,0,3,0,2,3,40,3,0,3,1,15
batch,1,6,3,7,28,45,27,59,25,101,26,28,28,13,52,28,77,28,71,30,88,71,94,230,160,217,391,300,360,28
batches,0,0,1,0,1,5,2,2,0,2,3,3,2,1,8,0,1,3,1,5,7,1,8,28,16,34,91,42,68,18
battery,3,2,4,8,0,1,1,0,1,3,1,3,17,4,0,10,0,0,3,2,2,1,1,2,2,6,0,2,4,17
battle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,9,8,10,10,5,3,4,2,11
bauer,5,0,5,3,9,17,4,0,0,3,0,3,1,1,0,0,0,0,3,0,1,0,1,2,0,1,0,3,7,12
baum,11,14,22,23,18,35,7,15,12,36,2,11,18,3,10,3,1,2,10,0,1,3,17,3,14,2,4,5,3,26
baxter,1,0,0,0,1,8,2,3,12,4,7,6,11,6,15,5,6,6,22,5,10,13,12,15,6,8,13,6,6,24
bay,0,2,1,1,1,0,0,0,3,2,2,1,2,1,1,6,2,6,2,2,4,1,3,1,7,6,4,5,0,16
bayes,1,7,32,32,45,25,23,30,61,78,72,67,88,119,57,172,186,187,217,173,123,206,211,187,203,309,262,287,288,28
bayesian,5,8,36,10,88,96,104,52,142,202,213,217,360,328,111,428,373,388,505,555,505,702,782,714,785,1162,1162,968,1042,29
bead,0,0,0,0,10,0,0,0,0,0,0,0,5,18,15,0,2,1,0,0,0,0,0,0,0,0,1,0,0,5
beal,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,4,5,8,17,11,12,25,10,19,15,14,12,17,16
beam,9,2,0,18,17,2,0,13,5,0,3,3,1,0,0,6,1,1,1,0,2,2,19,9,2,27,23,17,83,19
bear,3,6,5,9,0,6,2,3,6,3,3,1,3,3,2,11,5,10,12,8,16,8,21,11,13,8,11,11,15,27
bearing,4,0,5,2,0,0,2,5,7,0,0,1,7,2,0,4,1,2,3,4,3,0,9,2,2,2,3,3,4,20
bears,2,3,1,1,2,2,3,3,0,2,4,4,3,2,3,5,3,6,7,9,10,6,9,5,9,10,5,11,12,26
beat,0,0,1,0,3,1,7,3,0,5,0,12,1,2,6,2,10,67,3,3,5,3,2,29,8,1,16,25,27,20
beats,0,0,2,0,5,0,0,0,4,1,4,10,1,1,3,2,10,34,3,1,8,2,5,57,4,10,6,15,13,19
became,5,1,2,6,7,4,2,3,17,3,3,5,5,4,6,0,3,5,5,5,3,7,11,9,10,14,10,11,4,27
beck,0,1,0,1,10,3,1,0,5,0,0,0,1,0,0,2,0,2,3,4,4,5,14,18,11,27,22,31,36,16
becker,1,5,7,7,20,13,32,18,4,12,3,6,1,1,5,23,37,23,16,23,8,5,17,13,8,13,6,12,9,26
become,41,45,49,51,47,51,50,58,74,68,46,56,62,46,50,64,89,98,83,70,104,120,136,131,170,159,187,191,169,29
becomes,57,62,57,70,66,79,76,75,102,84,74,110,115,75,59,123,165,165,146,146,189,180,236,213,229,308,294,318,325,29
becoming,5,1,3,7,4,2,5,3,2,5,4,4,4,3,10,3,3,5,5,6,9,9,11,7,8,25,15,22,15,28
bed,0,0,0,1,2,2,0,1,1,0,4,0,0,1,0,4,0,1,2,1,1,5,3,10,6,15,0,9,4,12
bee,0,1,1,0,0,0,26,6,2,0,3,1,0,0,2,1,0,0,0,0,0,7,2,0,2,2,1,1,1,9
beer,0,5,12,7,1,1,0,0,3,3,1,0,0,0,0,0,0,1,6,0,0,0,2,0,0,1,1,8,8,9
beforehand,1,1,1,1,1,1,0,0,1,1,0,3,2,3,0,4,3,2,5,5,2,10,9,11,11,11,17,13,17,17
began,3,3,5,5,8,6,4,3,3,1,2,1,3,2,2,2,6,2,5,2,2,10,5,3,5,6,3,4,8,27
begin,10,17,16,19,11,15,18,20,15,21,14,23,13,15,13,42,33,53,66,66,48,65,85,58,72,99,116,97,101,29
beginning,17,10,16,20,19,14,16,18,27,10,23,13,10,16,19,17,22,34,14,32,29,43,29,49,37,48,61,64,70,29
begins,11,17,15,13,17,17,8,15,17,13,16,11,4,3,10,4,14,13,23,14,17,17,14,21,30,19,24,30,27,29
begun,2,3,3,5,2,3,7,6,1,0,1,3,1,1,2,4,3,2,2,2,4,6,1,2,4,3,5,6,7,23
behav,3,3,3,0,2,1,1,6,4,1,3,0,4,1,1,4,2,0,6,4,9,2,2,2,12,1,5,4,1,19
behave,5,6,4,8,6,8,4,6,7,7,3,7,8,5,4,3,10,19,8,11,16,16,21,14,26,20,17,19,25,29
behaved,3,5,2,4,2,4,0,3,1,0,1,5,3,0,14,6,9,6,10,4,13,6,10,1,14,18,14,25,18,23
behaves,6,4,2,2,3,8,8,8,5,7,8,10,5,6,4,6,11,11,4,14,17,9,16,20,20,25,17,33,22,29
behaving,3,0,0,0,2,7,4,1,2,10,4,10,3,3,1,7,8,3,19,6,3,7,3,10,4,3,10,8,3,24
behavior,180,141,145,117,116,115,167,100,120,122,162,154,139,90,82,117,215,162,297,130,238,292,230,299,270,345,297,294,341,29
behavioral,23,25,24,22,17,38,20,32,11,7,15,34,11,13,3,31,94,18,53,24,23,85,52,35,69,39,52,35,18,29
behaviors,5,18,17,2,13,10,23,15,12,6,18,39,25,29,4,3,47,8,21,18,18,42,39,43,32,39,20,28,28,29
behaviour,37,8,13,4,54,20,18,7,31,39,21,26,8,16,22,6,34,22,23,17,32,57,32,34,50,95,27,35,51,29
behavioural,2,0,0,1,13,4,2,0,6,0,4,0,1,1,0,4,4,1,7,1,1,23,2,1,4,5,9,2,10,16
behind,8,8,8,12,9,9,10,14,22,11,11,21,13,13,9,15,18,25,26,28,30,53,55,39,61,78,71,89,69,29
beled,0,0,0,0,0,0,1,1,1,1,1,4,0,3,3,1,0,1,0,1,15,10,5,6,9,3,4,5,0,11
belgium,0,1,3,1,2,0,2,0,1,0,3,2,0,0,0,0,2,1,2,1,3,1,2,2,6,7,9,1,2,14
belief,2,0,0,4,3,12,10,2,31,61,43,80,234,111,85,177,384,198,121,143,391,252,340,284,316,382,417,257,354,27
beliefs,0,0,0,0,2,4,3,0,1,8,3,3,15,25,17,21,30,28,35,18,73,156,57,39,56,57,79,38,64,23
believe,13,16,21,14,15,13,20,24,22,27,27,27,16,27,27,21,25,38,58,50,72,63,53,70,74,86,121,101,108,29
believed,4,1,2,1,7,2,10,5,6,12,2,8,2,7,4,4,5,4,9,7,11,19,15,13,10,11,18,11,24,27
belkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,26,31,14,15,28,15,18,14,22,13,9,14
bell,17,19,18,36,35,21,19,25,28,53,36,35,35,20,8,14,9,24,7,10,13,18,14,11,20,13,15,11,15,29
bellman,0,0,3,7,5,8,7,33,12,11,45,14,7,6,27,0,32,22,10,9,28,45,63,120,42,80,98,28,55,26
bellmans,0,1,0,4,1,1,2,2,1,1,0,1,2,0,2,1,1,1,1,2,3,0,7,1,2,9,4,8,0,12
belmont,1,0,2,2,2,2,2,0,3,9,6,2,2,4,4,2,2,0,6,1,3,0,4,3,4,2,0,4,4,22
belong,2,4,2,5,11,16,14,9,21,11,9,19,20,24,21,42,21,38,31,38,45,39,74,82,56,65,72,74,65,29
belongie,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,3,8,5,9,4,9,10,11,18,19,6,10,18,17
belonging,1,1,3,6,4,10,15,10,8,7,10,30,15,11,11,37,18,21,27,32,36,26,46,45,52,47,35,26,38,27
belongs,13,1,3,5,6,12,16,12,7,10,8,19,17,12,5,35,22,21,27,23,28,39,53,56,46,58,59,75,55,28
ben,3,0,2,2,6,2,3,3,3,6,4,4,16,6,4,5,8,15,13,29,14,12,29,56,26,43,31,45,28,28
bench,0,0,2,1,0,2,0,0,1,2,1,1,3,0,0,0,2,0,0,1,1,1,3,4,6,6,8,4,2,12
benchmark,1,5,35,4,18,17,10,19,14,49,13,20,26,16,36,20,31,40,31,68,73,61,98,95,104,112,149,189,208,28
benchmarking,0,0,2,1,7,1,0,1,1,2,2,1,1,0,0,2,2,3,3,0,0,2,3,0,2,6,4,1,10,14
benchmarks,0,0,1,1,1,5,0,5,8,7,4,10,4,1,0,9,2,5,7,8,3,5,13,16,20,32,37,51,74,21
bending,0,0,34,0,0,0,4,0,0,1,0,0,0,2,0,0,2,0,1,0,0,5,0,1,0,0,0,0,1,5
beneficial,0,1,1,3,2,2,6,12,7,12,6,5,3,2,0,3,10,6,17,6,9,19,20,38,40,37,38,41,50,25
benefit,4,7,6,4,11,6,9,29,13,37,8,12,18,7,5,15,29,24,23,48,50,67,49,69,86,109,92,105,105,29
benefited,2,2,0,1,1,1,2,1,0,2,2,0,1,2,0,3,1,1,4,1,1,2,1,2,1,3,3,9,4,14
benefits,3,4,11,6,11,5,6,13,8,15,6,6,11,0,3,19,26,16,25,40,52,49,52,54,49,70,75,79,91,28
bengio,0,8,29,0,17,2,16,33,38,28,19,3,23,12,6,6,23,32,48,18,26,16,73,80,112,60,141,160,240,27
benign,0,0,2,4,14,0,0,4,3,2,20,3,0,2,0,1,2,2,3,4,1,0,2,7,12,3,4,11,5,20
benjamin,0,0,0,2,0,0,0,0,2,2,0,0,1,0,2,0,5,5,6,11,6,16,16,21,7,15,29,38,39,17
bennett,1,0,0,0,0,0,12,0,1,2,1,8,3,3,3,7,9,2,13,6,5,4,6,5,13,7,3,4,13,20
ber,8,3,3,7,8,10,6,4,3,5,18,6,19,11,6,4,4,9,13,9,13,8,14,15,22,36,26,39,9,29
berg,0,0,0,0,1,1,1,0,3,0,7,0,0,2,0,2,0,7,5,15,2,12,13,21,25,22,21,41,32,16
bergen,0,0,0,0,6,3,2,6,2,15,17,6,1,0,1,4,3,1,10,0,1,1,6,1,2,1,4,1,2,15
berger,0,7,1,2,0,6,4,8,0,3,4,1,2,3,0,6,5,2,9,9,4,5,5,2,13,2,2,6,6,23
bergstra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,8,9,17,21,23,8
berkeley,3,14,11,30,12,22,14,9,20,14,11,11,26,16,9,19,47,34,40,47,57,84,71,74,63,75,48,64,45,29
berlin,14,3,6,9,8,9,10,13,14,18,21,21,27,24,11,25,18,18,30,33,28,43,25,34,31,25,50,32,35,29
berlinde,0,0,0,0,0,0,0,1,1,1,1,4,2,7,0,2,2,2,2,1,5,12,2,6,8,2,9,6,2,16
bernhard,0,0,0,1,5,0,4,0,0,2,4,4,5,8,2,6,11,13,2,16,8,13,8,15,7,13,16,16,33,22
bernoulli,2,0,2,1,2,2,6,2,10,6,4,1,0,0,6,18,11,18,20,28,27,60,139,74,77,84,131,85,127,24
bernstein,0,0,2,10,0,1,0,0,3,2,4,0,2,0,0,5,8,2,5,4,11,7,15,41,30,21,54,35,57,20
berry,1,0,1,0,0,4,1,0,1,0,16,0,2,3,0,3,1,1,3,2,3,10,10,1,6,8,23,11,6,15
bers,0,0,0,2,3,0,1,2,3,2,3,2,5,4,1,0,0,0,0,1,2,2,3,1,2,5,6,2,0,16
bertsekas,1,0,3,4,1,4,10,14,12,19,20,13,9,8,10,1,6,5,11,10,13,8,15,29,32,33,44,26,34,25
besides,5,5,3,5,3,4,5,9,6,9,14,11,12,11,3,12,24,17,20,18,24,24,24,28,20,43,46,75,54,29
best,78,74,112,125,198,153,195,154,201,174,201,177,151,190,188,210,396,353,289,413,501,446,645,652,802,941,947,1202,1179,29
bet,1,2,3,0,4,4,3,0,2,2,4,1,1,0,1,1,1,3,2,6,5,5,11,4,8,11,11,8,20,20
beta,0,2,38,1,1,1,11,1,7,12,7,4,7,6,3,4,13,7,20,15,55,38,163,35,83,147,164,59,40,24
bethe,0,0,0,0,0,0,0,0,0,0,0,3,0,13,23,29,34,33,15,21,37,3,54,18,59,63,10,186,42,17
bethge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,5,9,7,11,7,11,8,12,10
better,72,91,90,124,139,114,139,162,191,217,153,189,160,161,120,158,325,248,299,394,494,531,592,648,743,889,910,1011,986,29
betting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,2,11,4,6,9,10,0,5,8
beygelzimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,2,10,10,16,17,9,14,27,12
bfgs,0,0,0,1,1,0,6,1,0,3,2,0,0,0,0,2,0,2,4,10,16,1,19,42,39,75,39,137,70,15
bhattacharyya,0,0,2,0,0,0,0,0,0,0,0,2,1,14,1,3,2,4,4,1,23,19,8,8,1,9,2,7,11,15
bialek,0,0,15,21,11,1,8,0,16,28,18,9,7,22,7,26,14,9,7,9,13,5,8,11,18,16,19,3,7,25
bianchi,0,0,0,0,0,0,0,0,3,3,6,0,2,2,0,6,5,20,9,15,9,26,26,30,45,32,72,79,90,19
bias,15,54,39,29,72,66,71,139,122,258,61,51,85,65,112,57,226,199,173,206,151,241,247,253,304,340,340,434,310,29
biased,2,8,3,6,15,5,8,14,12,32,12,16,13,9,13,19,37,15,34,38,37,63,68,54,51,106,98,106,112,29
biases,3,21,9,10,15,15,21,13,20,101,14,18,27,11,14,9,22,18,23,26,20,59,59,46,44,84,57,69,130,29
biasing,0,11,2,1,3,2,4,1,7,2,2,1,1,0,3,1,4,4,3,5,2,6,4,6,5,6,25,6,3,22
bic,0,0,0,0,0,1,4,0,0,2,0,0,4,13,0,2,36,8,9,17,6,21,28,50,11,32,8,5,71,18
bickel,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,4,8,16,12,12,7,16,9,11,15,27,12
biclustering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,3,23,0,2,51,29,6
biclusters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,12,3
bicycle,1,0,0,2,0,2,1,0,0,0,0,15,6,0,16,0,0,2,3,0,2,1,9,1,12,30,3,5,2,14
bid,0,18,0,2,0,0,0,1,0,0,1,0,0,0,0,1,4,5,0,3,0,22,2,1,2,36,24,7,31,12
bidder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,4,39,4
bidders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,2,1,38,3
bidirectional,9,2,1,2,5,1,1,1,3,0,16,0,7,2,4,4,2,3,12,10,12,7,2,5,1,4,12,25,83,22
bienenstock,4,8,6,3,2,7,4,5,7,17,8,1,0,1,1,4,1,1,7,5,0,1,6,6,7,2,3,2,0,20
bifurcation,1,24,4,82,9,46,17,4,44,2,4,3,20,2,0,38,0,1,0,2,1,12,0,2,0,0,0,2,0,18
big,1,10,9,4,6,4,8,10,4,15,10,13,3,5,5,13,9,8,20,15,18,17,24,24,42,45,79,183,92,28
bigger,2,0,0,2,1,1,4,1,1,6,3,5,3,2,2,3,9,9,8,5,9,11,6,11,24,14,7,19,28,23
biggest,0,1,2,0,0,0,3,0,1,3,0,3,2,3,0,0,2,2,0,2,11,6,4,2,4,7,4,8,6,18
bigram,0,0,0,3,2,0,3,1,1,4,0,2,0,18,36,3,4,26,0,1,6,73,3,23,3,12,8,28,5,19
bigrams,0,0,0,0,0,0,0,0,0,0,0,3,0,16,7,2,9,5,1,0,7,7,5,3,1,1,7,9,3,13
bike,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,4,4,4,0,2,5,10,9,7,2,10
bilateral,2,1,0,0,5,1,3,0,0,1,2,0,1,0,0,0,1,0,3,0,3,3,2,7,1,3,0,3,13,12
bilinear,0,1,1,3,1,0,0,12,2,40,0,3,0,5,1,40,1,5,6,3,14,17,83,13,28,13,31,39,25,19
bilingual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,3,3,1,0,18,18,25,11,7
bilistic,0,0,1,1,0,0,1,0,0,0,1,6,3,2,2,2,0,1,0,6,7,3,5,2,9,10,7,10,0,14
bilities,2,2,0,3,1,3,0,1,5,3,2,2,2,4,3,1,0,0,0,4,2,3,1,3,3,3,4,8,0,19
bility,4,2,10,3,4,7,5,3,3,4,5,4,15,8,5,4,1,0,0,9,11,12,16,13,10,28,11,21,2,26
bill,2,1,2,2,5,5,3,23,5,4,3,7,12,0,1,1,0,3,5,3,2,3,6,2,1,30,4,7,7,23
billion,6,2,2,11,1,0,4,2,0,0,2,2,5,3,3,0,1,1,2,0,2,2,5,9,6,18,19,35,12,21
billions,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,9,1,4,4,5,6,4,19,10,10
bills,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,57,1,4,1,3
bilmes,0,0,0,0,10,1,1,0,0,0,0,0,3,0,2,0,3,3,7,2,4,4,6,5,17,12,31,32,42,16
bimodal,0,0,2,3,2,2,2,2,6,5,1,8,1,8,1,7,21,8,4,2,3,9,13,9,5,12,7,2,8,24
bin,5,12,3,9,16,5,2,9,14,27,23,11,6,13,8,28,26,24,35,145,93,55,21,61,40,35,43,87,42,29
binarized,0,1,0,0,2,1,1,0,0,0,0,0,2,0,0,2,0,2,13,4,1,1,6,6,5,9,10,4,14,13
binary,104,87,135,132,86,146,124,96,110,130,95,194,129,154,81,256,220,236,206,364,332,452,479,503,583,951,770,817,570,29
binaural,0,3,4,0,1,0,13,2,3,0,0,2,3,2,2,0,18,2,0,11,3,0,0,25,0,0,1,0,0,14
bind,1,3,0,1,4,4,5,2,3,1,9,3,2,0,7,0,3,12,3,5,2,2,2,1,7,1,1,2,0,19
binding,48,29,2,3,25,21,62,9,10,34,9,57,6,0,62,2,31,30,26,56,10,43,38,21,51,6,5,13,8,28
bindings,21,22,0,2,6,2,0,0,0,0,0,15,0,0,6,0,3,0,0,1,0,0,1,0,0,0,0,0,0,8
bined,1,0,0,1,0,1,2,1,2,1,3,3,0,2,2,0,1,0,0,1,3,4,3,3,7,4,4,3,0,14
bing,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,1,2,2,0,1,15,2,6,1,4,26,10
binned,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,3,4,0,3,0,10,7,1,6,7,5,13,14,7,12
binning,0,0,0,0,0,1,0,2,0,0,1,0,0,3,2,0,1,2,5,2,28,3,1,14,2,8,6,5,0,13
binocular,4,8,2,12,5,7,6,12,3,39,44,6,5,1,36,13,65,1,2,7,18,3,22,39,18,4,4,2,0,26
binomial,5,0,4,3,3,8,4,4,1,1,5,0,15,2,6,12,6,19,14,23,14,33,28,19,12,79,41,55,63,25
bins,10,10,2,5,9,6,0,7,18,18,8,22,6,20,7,24,26,29,27,74,74,35,33,27,47,71,45,54,28,28
bio,8,4,6,1,2,4,4,4,1,1,1,0,4,0,2,5,67,3,20,14,4,6,10,9,8,3,14,9,3,23
biochemical,2,1,3,5,2,0,1,1,2,2,0,3,2,14,0,0,14,19,1,9,0,4,0,3,2,3,0,0,5,17
bioinformatics,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,14,21,12,56,24,39,40,39,42,35,35,37,35,16
biol,34,14,27,36,42,16,25,18,15,8,16,13,15,3,2,15,17,16,12,6,8,27,14,17,26,20,16,11,13,29
biological,92,108,66,86,52,98,97,74,58,58,52,35,49,44,27,49,100,99,91,108,95,114,96,109,96,93,111,73,83,29
biologically,7,23,14,11,11,18,18,18,9,22,9,19,10,21,11,25,25,29,30,18,14,29,25,30,26,46,28,24,27,29
biology,13,18,20,17,14,26,20,17,20,15,25,13,14,11,0,23,29,38,26,49,36,46,57,69,75,57,56,76,41,28
biomarkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42,0,10,0,12,6,5
biomed,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,9,0,7,7,8,3,4,2,1,3,2,2,0,10
biomedical,1,2,3,3,4,1,4,3,1,6,3,2,8,1,5,4,13,11,6,16,13,8,18,19,14,25,15,13,13,25
biometrics,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,2,1,6,5,5,6,5,10,4,8,7,12
biometrika,0,0,0,0,0,3,5,2,1,0,0,2,5,0,1,3,8,4,6,4,15,17,28,23,26,45,43,44,43,19
biophysical,6,6,5,9,11,4,5,7,5,9,11,5,10,4,2,4,9,9,9,4,1,1,4,8,10,5,7,14,0,26
biophysically,0,0,0,3,3,0,2,1,0,1,1,1,1,0,0,2,8,3,4,1,0,0,0,2,4,3,2,9,0,12
biophysics,10,4,6,2,4,3,1,3,0,0,5,2,2,6,3,2,4,3,3,2,1,6,0,1,7,2,1,1,0,20
biostatistics,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,4,2,4,13,6,23,12,16,10,10
bipartite,1,1,0,3,4,0,0,0,0,3,0,0,3,11,2,0,2,41,43,17,33,90,57,79,60,72,162,60,105,19
biped,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,27,10,3,1,1,0,0,1,4,3,8,8
bipolar,19,20,0,54,4,1,12,3,34,4,2,0,7,1,1,1,10,2,2,2,0,2,1,0,0,6,0,0,1,16
birbaumer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,9,11,2,3,3,1,5,1,0,0,9
bird,1,4,1,0,2,0,0,9,6,2,4,0,0,2,2,2,0,2,9,19,12,6,9,14,41,30,23,24,23,21
birds,1,11,0,3,1,1,0,11,4,2,7,0,2,0,3,1,2,0,3,2,13,7,0,9,27,14,8,18,27,19
birl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0,2
birmingham,0,2,0,1,0,0,1,4,4,11,12,10,4,3,2,2,4,0,1,0,0,2,0,0,0,0,1,0,1,12
birth,0,3,0,13,2,3,1,2,4,0,1,0,4,0,2,0,10,1,0,0,6,4,11,6,17,15,34,5,19,18
bisection,0,1,0,1,0,3,0,1,2,0,0,3,0,9,3,0,15,2,19,1,0,5,10,8,3,2,0,5,6,15
bishop,1,0,0,0,2,4,0,27,13,46,54,46,20,12,7,23,21,19,12,21,14,14,19,20,28,33,30,15,27,24
bisimulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0,39,2
bistability,0,0,2,1,0,9,0,0,1,0,0,0,0,0,0,9,13,1,0,12,2,0,6,0,13,1,1,0,0,8
bistable,2,0,3,0,10,16,2,0,3,1,0,0,2,1,0,11,13,0,1,3,6,2,6,1,5,0,0,0,0,14
bit,140,92,90,96,119,54,102,50,85,46,66,46,22,70,33,22,80,79,69,41,64,79,41,63,145,160,89,66,186,29
bitam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,0,1
bits,78,66,64,72,65,48,86,34,53,24,49,44,24,40,51,34,61,56,49,36,49,97,61,35,90,104,124,122,70,29
bivariate,0,0,2,0,0,1,0,0,2,0,2,3,1,2,0,0,1,5,8,11,20,12,15,23,19,35,25,22,24,17
